Cust_No,Target,Birth_Place,Gender,Age,Ast_Curr_Bal,Std_Cred_Limit,Loan_Curr_Bal,ZX_Max_Account_Number,ZX_Max_Link_Banks,ZX_Max_Overdue_Account,ZX_Link_Max_Overdue_Amount,ZX_Total_Overdu_Months,ZX_Max_Overdue_Duration,ZX_Max_Credits,ZX_Max_Credit_Banks,ZX_Max_Overdue_Credits,ZX_Credit_Max_Overdu_Amount,ZX_Credit_Total_Overdue_Months,ZX_Credit_Max_Overdue_Duration
3391,0,339005,1,44,17,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3392,0,330621,0,52,483.92,20000,0,4,4,0,0,0,0,0,0,0,0,0,0
3393,1,330621,1,31,1.55,10000,0,4,3,1,599,3,2,5,2,0,0,0,0
3394,0,330621,0,25,600,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3395,0,330621,1,34,494.7,10000,0,4,3,1,535,3,1,1,1,0,0,0,0
3396,0,330621,1,35,19.03,5000,0,3,2,3,1919,8,3,1,1,1,0,1,1
3397,0,321281,1,28,9813.94,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3398,0,330621,1,27,336.83,10000,0,2,2,0,0,0,0,0,0,0,0,0,0
3399,1,512532,1,38,101.78,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3400,0,330621,0,33,2252646.62,50000,0,2,1,0,0,0,0,0,0,0,0,0,0
3401,0,330602,1,31,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3402,0,330621,1,32,0.84,10000,0,3,3,0,0,0,0,0,0,0,0,0,0
3403,0,330621,1,27,8.76,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3404,0,522424,1,25,0,5000,0,2,2,0,0,0,0,2,2,1,3050,4,1
3405,0,330621,0,35,43005.83,12000,0,1,1,0,0,0,0,0,0,0,0,0,0
3406,0,330621,0,27,201910.15,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3407,0,330621,0,50,7.48,10000,0,4,3,0,0,0,0,2,2,0,0,0,0
3408,0,330621,1,29,200.8,20000,0,6,4,1,3218,8,3,3,3,0,0,0,0
3409,0,330602,1,43,13.31,20000,0,11,6,6,2306,14,2,0,0,3,2217,4,1
3410,0,330621,1,27,1.05,13000,0,3,2,0,0,0,0,0,0,0,0,0,0
3411,0,330121,1,53,254.65,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3412,0,330719,1,37,0.12,10000,0,7,5,1,78,2,1,3,2,0,0,0,0
3413,0,330602,1,64,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3414,0,330621,0,43,0,20000,0,10,5,0,0,0,0,1,1,0,0,0,0
3415,0,330621,0,37,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3416,0,330621,1,46,51027.55,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3417,0,330602,0,32,0,15000,0,4,3,0,0,0,0,0,0,0,0,0,0
3418,0,330903,1,31,0.47,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3419,0,330621,0,41,4.18,10000,0,5,3,0,0,0,0,0,0,0,0,0,0
3420,0,330621,1,35,835.6,40000,700000,3,2,0,0,0,0,2,2,1,0,4,1
3421,0,330602,0,31,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3422,0,330621,1,26,5.03,10000,0,3,2,1,0,3,1,0,0,0,0,0,0
3423,0,330621,0,23,0.51,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3424,1,330621,1,40,42.5,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3425,0,342401,0,31,5568.68,10000,12584.42,2,2,1,0,2,2,1,1,0,0,0,0
3426,0,330621,0,41,174.62,10000,371671.32,0,0,0,0,0,0,1,1,0,0,0,0
3427,0,330621,1,53,2143.18,15000,200000,1,1,0,0,0,0,1,1,0,0,0,0
3428,0,330621,1,46,58.17,15000,900000,2,2,0,0,0,0,2,2,0,0,0,0
3429,0,352121,0,40,2301.37,10000,40000,6,3,0,0,0,0,0,0,0,0,0,0
3430,0,330621,1,52,53.68,5000,900000,5,5,4,1058,60,2,1,1,1,727,6,1
3431,0,330621,1,35,284.36,10000,500000,2,2,2,1509,6,1,1,1,0,0,0,0
3432,0,330621,1,48,196.91,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3433,0,513022,0,40,2695.53,20000,86486.54,27,12,1,8293,3,1,5,4,1,3971,3,1
3434,0,330621,1,42,429.92,10000,400000,1,1,0,0,0,0,1,1,0,0,0,0
3435,0,330621,1,46,233.07,10000,300000,0,0,0,0,0,0,1,1,0,0,0,0
3436,0,330621,0,33,0,15000,0,16,7,2,1064,4,1,0,0,0,0,0,0
3437,0,330621,0,41,8634.6,20000,1200000,7,4,4,2112,12,1,1,1,0,0,0,0
3438,0,330621,1,44,99.58,5000,640000,1,1,1,640,6,2,0,0,2,51494,16,7
3439,0,330724,1,36,177.21,20000,500000,6,4,3,0,20,1,11,5,0,0,0,0
3440,0,330621,1,30,330.03,20000,200000,5,4,3,2104,14,1,2,2,0,0,0,0
3441,0,330621,1,40,1705.12,20000,260000,5,4,2,299,6,1,1,1,0,0,0,0
3442,0,330621,1,43,871.29,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3443,0,330621,1,58,289.38,5000,0,10,7,3,0,3,1,0,0,0,0,0,0
3444,0,330621,0,26,3890.99,5000,150000,8,6,0,0,0,0,1,1,0,0,0,0
3445,0,330621,1,44,81390.88,20000,0,4,3,2,0,2,1,1,1,0,0,0,0
3446,0,330621,1,49,39.47,10000,580000,2,2,2,2993,76,2,1,1,2,3038,2,1
3447,0,330621,1,56,676.33,10000,71968.56,5,5,2,59,3,1,1,1,0,0,0,0
3448,0,330621,1,31,100.91,10000,300000,4,3,0,0,0,0,1,1,0,0,0,0
3449,0,330621,0,26,22781.42,5000,100000,2,2,0,0,0,0,1,1,0,0,0,0
3450,0,330621,0,37,27014.63,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3451,0,330621,1,42,5359.37,10000,400000,4,2,2,0,2,1,3,3,2,5367,2,1
3452,0,330621,1,49,9019.65,30000,1200000,23,13,3,222,8,1,1,1,0,0,0,0
3453,0,330621,1,44,240.78,10000,150000,1,1,0,0,0,0,2,1,0,0,0,0
3454,0,330621,1,35,884.95,10000,240000,4,4,3,403,5,1,6,4,0,0,0,0
3455,0,330621,1,48,69.17,10000,6000000,4,3,0,0,0,0,1,1,0,0,0,0
3456,0,330621,0,39,50000,20000,0,1,1,1,1051,1,1,0,0,0,0,0,0
3457,0,330225,1,49,30888.1,20000,100000,7,3,3,496,6,1,2,2,0,0,0,0
3458,0,330621,1,47,52.12,5000,0,1,1,0,0,0,0,0,0,0,0,0,0
3459,0,330621,1,54,1930.04,20000,500000,1,1,2,7675,26,3,2,2,2,83,0,0
3460,0,330621,1,41,309.7,15000,600000,3,3,0,0,0,0,1,1,0,0,0,0
3461,0,330621,0,31,12318.32,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3462,0,330621,1,34,252.43,40000,3920000,1,1,1,0,12,2,3,2,1,0,4,1
3463,0,330602,0,53,78.46,8000,400000,2,2,1,36,2,1,1,1,0,0,0,0
3464,0,330621,1,47,2615.49,20000,200000,1,1,0,0,0,0,1,1,0,0,0,0
3465,0,330621,1,32,67994.99,10000,100000,4,3,0,0,0,0,3,2,0,0,0,0
3466,0,330621,1,41,1849.02,5000,80000,5,4,4,1458,26,2,0,0,0,0,0,0
3467,0,330621,0,36,41248.21,10000,0,2,2,0,0,0,0,0,0,0,0,0,0
3468,0,330621,1,31,140111.86,20000,0,7,5,1,2996,1,1,1,1,0,0,0,0
3469,0,330621,1,37,8637.58,20000,0,13,7,2,4172,1,1,1,1,0,0,0,0
3470,0,330621,1,47,351.5,15000,300000,2,1,0,0,0,0,1,1,0,0,0,0
3471,0,330621,0,29,15.54,20000,400000,4,2,2,0,10,1,1,1,0,0,0,0
3472,0,330621,1,32,619.88,5000,600000,15,7,2,23,4,1,1,1,0,0,0,0
3473,0,330621,1,43,0,50000,0,17,12,2,347,3,1,1,1,0,0,0,0
3474,0,330621,1,55,50010.73,10000,1470000,1,1,0,0,0,0,1,1,0,0,0,0
3475,0,330621,1,41,106539.33,40000,386900,8,6,3,12097,6,1,1,1,1,12032,1,1
3476,0,330621,1,36,124.06,10000,2000000,1,1,0,0,0,0,2,2,0,0,0,0
3477,0,330621,1,33,44198.14,20000,2500000,4,3,2,2299,20,1,4,3,1,0,10,1
3478,0,330621,1,45,55.64,20000,0,3,2,0,0,0,0,2,2,0,0,0,0
3479,0,330621,1,42,3483.8,5000,30000,0,0,0,0,0,0,0,0,0,0,0,0
3480,0,330621,1,40,20.76,10000,500000,8,6,5,2148,12,1,1,1,1,521763,2,2
3481,0,330621,0,52,39585.34,100,0,2,2,0,0,0,0,0,0,0,0,0,0
3482,1,330621,1,35,11.1,10000,780000,4,3,4,3104,32,2,1,1,0,0,0,0
3483,0,330621,1,53,919.62,15000,0,6,2,2,169,3,2,0,0,1,7212,2,1
3484,0,330621,1,59,2232.26,15000,100000,9,6,1,5,2,1,1,1,0,0,0,0
3485,0,330621,1,43,304.43,10000,300000,4,3,2,1912,38,3,1,1,0,0,0,0
3486,0,330621,1,36,51.12,5000,0,4,3,2,408,4,3,0,0,0,0,0,0
3487,0,330621,0,42,993.81,5000,0,3,2,0,0,0,0,0,0,0,0,0,0
3488,0,330621,1,50,1797.99,20000,150000,4,3,1,0,4,1,1,1,0,0,0,0
3489,0,330621,1,48,109.67,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3490,0,330621,1,30,78.23,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
3491,0,330621,1,48,81.64,5000,300000,2,2,0,0,0,0,1,1,0,0,0,0
3492,0,330621,1,48,347.88,15000,0,1,1,0,0,0,0,2,2,0,0,0,0
3493,0,330621,1,40,616.59,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3494,0,140221,0,33,27.07,20000,0,7,5,1,22,1,1,0,0,0,0,0,0
3495,0,330621,0,29,1167.1,19000,200000,10,7,0,0,0,0,2,2,0,0,0,0
3496,0,330621,1,46,294.95,5000,150000,2,2,1,206,3,1,1,1,0,0,0,0
3497,0,330621,1,45,503.28,10000,190000,8,5,5,11722,15,3,1,1,0,0,0,0
3498,0,330621,1,27,38.24,10000,300000,6,5,1,289,4,1,4,2,0,0,0,0
3499,0,330621,1,52,6676.4,18000,200000,3,3,0,0,0,0,1,1,0,0,0,0
3500,0,330621,1,44,37831.27,8000,77027.7,2,2,0,0,0,0,0,0,0,0,0,0
3501,0,330621,1,37,11795.96,50000,332659.14,10,7,1,0,2,1,1,1,0,0,0,0
3502,0,330621,1,37,50.88,8000,200000,1,1,0,0,0,0,2,2,0,0,0,0
3503,0,330621,1,32,98.89,10000,400000,5,4,0,0,0,0,1,1,0,0,0,0
3504,0,330621,1,56,0,28500,249928.71,0,0,0,0,0,0,0,0,0,0,0,0
3505,0,330621,1,53,9128.44,30000,0,5,5,1,10,1,1,0,0,1,11775,2,1
3506,0,330621,0,41,159.33,5000,0,12,9,5,1128,22,2,1,1,0,0,0,0
3507,0,330621,1,40,5647.78,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3508,0,330621,0,48,0,40000,0,0,0,0,0,0,0,0,0,0,0,0,0
3509,0,330328,1,37,86.26,50000,0,0,0,0,0,0,0,0,0,0,0,0,0
3510,0,330621,1,54,4762.4,300000,0,5,3,1,0,1,1,0,0,1,10613,0,0
3511,0,330621,1,57,436.15,4000,360000,7,5,5,1670,78,3,3,3,0,0,0,0
3512,0,330621,1,43,87570.08,10000,300000,4,3,2,805,16,1,1,1,0,0,0,0
3513,0,330621,1,57,324.32,20000,85000,2,2,2,17,3,1,1,1,0,0,0,0
3514,0,330621,0,39,17012.69,20000,0,9,7,2,0,2,1,0,0,0,0,0,0
3515,0,330622,1,46,5302.63,40000,0,10,7,1,2230,1,1,3,3,0,0,0,0
3516,0,330621,1,47,103.37,8000,0,1,1,1,100,8,2,0,0,0,0,0,0
3517,0,330625,0,48,13500,30000,0,6,4,0,0,0,0,0,0,0,0,0,0
3518,0,140322,1,31,557.33,20000,90000,4,2,1,0,2,1,2,2,0,0,0,0
3519,0,339005,1,35,314.5,20000,2400000,10,6,1,212,4,1,4,2,0,0,0,0
3520,0,330621,0,52,2504.38,5000,0,2,2,1,0,1,1,0,0,0,0,0,0
3521,0,330621,0,38,168.34,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3522,0,330621,1,45,150.07,5000,0,1,1,0,0,0,0,0,0,0,0,0,0
3523,0,330621,1,51,794.45,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3524,0,411325,1,36,4051.69,50000,500000,5,4,1,793,2,1,1,1,0,0,0,0
3525,1,330621,1,42,17.69,8000,120000,4,3,3,4821,22,7,1,1,0,0,0,0
3526,0,330621,1,46,51.69,5000,50000,2,2,0,0,0,0,1,1,0,0,0,0
3527,0,330621,1,40,119393.76,10000,400000,5,4,1,513,2,1,1,1,1,887,2,1
3528,1,330621,0,40,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,0,330621,0,36,35.46,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3530,0,330621,0,35,77.21,20000,0,6,5,5,3845,11,2,0,0,0,0,0,0
3531,0,330602,0,37,272.11,20000,1800000,2,2,2,2740,48,2,1,1,1,8849,24,1
3532,0,330621,0,56,64756.12,5000,300000,1,1,1,779,5,1,1,1,1,449698,1,1
3533,0,330621,1,45,430.56,5000,7200000,3,3,0,0,0,0,1,1,0,0,0,0
3534,0,330621,1,43,3523.3,15000,1000000,7,6,1,128,6,1,2,2,0,0,0,0
3535,0,330621,1,51,1000.28,15000,0,11,4,1,55,4,2,1,1,1,0,1,1
3536,0,330621,1,39,103.48,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3537,0,330621,1,57,10748.09,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3538,0,330602,1,59,0,5000,0,1,1,1,853,19,3,0,0,0,0,0,0
3539,0,330621,1,28,188.96,8000,55773.2,4,3,0,0,0,0,1,1,0,0,0,0
3540,0,330602,1,31,74.88,20000,0,14,10,1,0,3,1,21,11,7,8983,6,1
3541,0,330621,1,36,563.39,10000,0,6,5,0,0,0,0,0,0,0,0,0,0
3542,0,330621,1,39,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3543,0,330621,0,35,3017.09,5000,110000,4,3,3,596,7,1,1,1,0,0,0,0
3544,0,330621,1,45,147.46,20000,50000,0,0,0,0,0,0,1,1,0,0,0,0
3545,0,330621,1,50,755.52,5000,0,3,3,2,748,3,1,1,1,0,0,0,0
3546,0,330621,1,42,333.68,10000,500000,3,3,0,0,0,0,1,1,0,0,0,0
3547,0,330621,0,46,48.27,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3548,1,330621,1,50,21.46,20000,0,9,7,3,2480,20,1,0,0,1,2544,4,1
3549,0,330602,1,45,1228.82,10000,400000,1,1,1,0,2,1,1,1,0,0,0,0
3550,0,330621,1,46,203.75,5000,6300000,4,3,0,0,0,0,1,1,0,0,0,0
3551,0,330621,1,29,1020.92,20000,0,9,6,2,0,3,1,3,1,0,0,0,0
3552,0,330621,1,39,4193.76,10000,0,10,5,1,0,1,1,1,1,1,3123,1,1
3553,0,330621,1,55,312.51,30000,600000,5,2,2,9424,82,3,1,1,2,519938,6,2
3554,0,330621,1,38,453.76,10000,100000,2,2,1,44,1,1,1,1,0,0,0,0
3555,0,330621,1,57,78168.27,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3556,0,330621,1,42,1581.53,20000,400000,2,2,0,0,0,0,1,1,0,0,0,0
3557,0,330621,1,63,27.31,20000,0,5,3,2,622,1,1,1,1,0,0,0,0
3558,0,330621,1,41,438.9,10000,280000,1,1,0,0,0,0,1,1,0,0,0,0
3559,0,330621,1,30,610.84,30000,0,0,0,0,0,0,0,0,0,0,0,0,0
3560,0,330621,1,39,1224.77,5000,200000,18,10,9,2125,34,2,1,1,0,0,0,0
3561,0,330621,1,27,2772.38,10000,100000,7,6,0,0,0,0,2,2,0,0,0,0
3562,0,330621,1,49,6464.57,6000,1500000,3,3,0,0,0,0,2,2,0,0,0,0
3563,0,330621,1,56,140.57,15000,0,2,2,1,16,1,1,0,0,0,0,0,0
3564,0,330621,1,57,666.43,10000,0,8,4,1,0,1,1,2,2,0,0,0,0
3565,0,330621,1,31,80.79,5000,0,1,1,1,173,6,1,1,1,0,0,0,0
3566,0,330621,1,38,7.68,20000,0,9,8,3,361,6,3,0,0,0,0,0,0
3567,0,330621,0,55,1707.15,200000,0,1,1,1,266,1,1,0,0,0,0,0,0
3568,0,330621,1,51,9115.63,100,0,4,3,0,0,0,0,0,0,0,0,0,0
3569,0,330621,1,48,109.67,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3570,0,330621,1,43,484.21,5000,300000,3,3,2,383,17,3,2,2,1,1872,1,1
3571,0,420325,1,41,11817.45,20000,300000,4,3,1,1,1,1,1,1,0,0,0,0
3572,0,330621,1,53,4226.3,20000,800000,3,2,1,138,6,1,2,2,0,0,0,0
3573,0,330621,1,40,469.27,10000,300000,5,4,0,0,0,0,1,1,0,0,0,0
3574,0,330621,1,49,60441.49,5000,150000,6,4,1,0,1,1,1,1,0,0,0,0
3575,0,330621,0,38,705.97,20000,0,5,4,0,0,0,0,0,0,0,0,0,0
3576,0,330621,1,55,11636.44,5000,1000000,2,2,0,0,0,0,1,1,0,0,0,0
3577,0,330621,1,29,96.93,18000,0,11,7,1,353,2,1,3,3,0,0,0,0
3578,0,330621,1,49,256.2,6000,100000,1,1,0,0,0,0,1,1,0,0,0,0
3579,0,330621,0,36,20068.07,10000,0,3,3,0,0,0,0,0,0,0,0,0,0
3580,0,330621,1,38,85.91,10000,400000,3,3,0,0,0,0,1,1,0,0,0,0
3581,0,330621,1,34,1761.39,20000,600000,8,5,3,100,12,1,3,2,0,0,0,0
3582,0,330621,1,45,645.01,20000,260000,7,5,2,0,5,1,6,5,3,3391,5,1
3583,0,330621,1,42,603.36,10000,600000,8,5,2,3299,4,1,2,2,0,0,0,0
3584,0,330621,1,39,337.1,30000,940000,14,9,7,18414,18,1,3,3,3,299475,6,1
3585,0,330621,1,39,25.44,20000,50896.76,9,6,0,0,0,0,1,1,0,0,0,0
3586,0,420984,1,51,1232.81,20000,900000,6,5,0,0,0,0,3,3,1,1979,9,1
3587,0,330623,1,38,0,10000,0,15,9,5,61852,10,7,2,2,1,42554,12,7
3588,0,330621,1,32,58.23,8000,0,4,4,1,0,2,1,1,1,0,0,0,0
3589,0,330621,0,49,306.39,20000,0,3,3,1,12,2,1,1,1,0,0,0,0
3590,0,330621,1,49,3514.31,20000,1000000,5,4,3,642,6,2,1,1,0,0,0,0
3591,0,330621,1,27,15.69,2000,21039.01,5,4,2,20,3,1,2,2,0,0,0,0
3592,0,330621,1,48,52468.03,5000,0,6,4,3,363,4,1,0,0,0,0,0,0
3593,0,330621,1,25,0.79,8000,12384.04,9,7,0,0,0,0,0,0,0,0,0,0
3594,0,330621,1,28,11.33,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3595,0,330621,1,21,0,6000,0,2,1,0,0,0,0,1,1,0,0,0,0
3596,0,330602,0,61,476.84,5000,119797.24,12,6,3,3132,9,3,2,2,0,0,0,0
3597,0,330602,0,51,230.3,5000,499688.21,6,5,6,13299,19,7,1,1,1,214,1,1
3598,0,330602,0,42,0,15000,0,6,4,4,67,5,1,0,0,0,0,0,0
3599,0,330621,1,29,0,15000,0,7,6,0,0,0,0,3,2,0,0,0,0
3600,0,330621,0,46,14550.53,20000,0,3,3,0,0,0,0,1,1,1,13323,3,1
3601,0,330621,0,25,43.43,10000,16115.96,7,5,3,967,4,1,1,1,0,0,0,0
3602,0,330621,1,32,930.56,15000,0,3,2,0,0,0,0,0,0,0,0,0,0
3603,0,330621,1,54,865.14,3000,0,0,0,0,0,0,0,0,0,0,0,0,0
3604,0,330621,0,27,26.02,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3605,0,330621,1,47,4882.93,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3606,0,330621,1,41,0,20000,0,18,4,6,418,12,2,0,0,0,0,0,0
3607,0,330621,0,30,7097.27,13000,0,0,0,0,0,0,0,0,0,0,0,0,0
3608,0,330621,0,36,65157.37,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3609,0,330621,1,41,211.99,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3610,0,330621,1,26,5.87,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3611,0,330621,1,37,7111.55,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3612,0,330282,0,27,7.27,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3613,0,330621,1,30,0.56,10000,0,6,5,2,3154,2,1,1,1,0,0,0,0
3614,0,330621,0,27,4.39,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3615,0,341221,1,26,29435.67,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3616,0,330621,1,27,7.98,3000,0,0,0,0,0,0,0,0,0,0,0,0,0
3617,0,330621,0,27,85.31,5000,0,3,2,0,0,0,0,0,0,0,0,0,0
3618,0,330621,1,26,520.41,20000,0,8,6,1,0,1,1,1,1,0,0,0,0
3619,0,330602,1,26,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3620,0,330621,1,29,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
3621,0,330621,0,27,0,10000,0,7,5,3,0,5,2,0,0,0,0,0,0
3622,0,330621,1,29,21.87,10000,0,4,3,0,0,0,0,1,1,0,0,0,0
3623,0,330621,1,27,21.58,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3624,0,412724,1,38,39.13,10000,0,1,1,0,0,0,0,0,0,0,0,0,0
3625,0,330621,0,29,70.66,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3626,0,330621,1,28,42.19,20000,0,1,1,0,0,0,0,0,0,0,0,0,0
3627,0,330621,1,32,0,10000,0,1,1,0,0,0,0,0,0,0,0,0,0
3628,0,330621,1,48,196.91,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3629,0,330621,1,29,119.96,8000,0,0,0,0,0,0,0,1,1,0,0,0,0
3630,0,330621,1,28,1.6,10000,0,3,3,0,0,0,0,2,2,0,0,0,0
3631,0,510824,1,26,0.41,1000,0,4,3,0,0,0,0,0,0,0,0,0,0
3632,0,330621,1,54,1246.63,10000,0,1,1,1,1065,2,1,0,0,0,0,0,0
3633,0,330621,1,35,102.22,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3634,0,330621,1,46,82.7,20000,0,21,11,4,1971,4,1,1,1,0,0,0,0
3635,0,330621,1,33,6.38,10000,0,11,9,3,778,6,1,1,1,0,0,0,0
3636,0,330621,1,25,0,10000,0,8,6,0,0,0,0,1,1,0,0,0,0
3637,0,330621,1,31,16802.65,10000,0,4,3,4,4044,9,2,0,0,0,0,0,0
3638,0,330621,0,26,8.29,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3639,0,330621,1,39,94.55,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3640,0,330621,1,29,45.36,5000,0,7,6,2,930,12,3,10,3,0,0,0,0
3641,0,340822,1,31,9.94,10000,300000,1,1,0,0,0,0,4,3,0,0,0,0
3642,1,330621,1,33,58.75,7000,0,0,0,0,0,0,0,0,0,0,0,0,0
3643,0,330621,1,29,51.63,10000,0,9,8,0,0,0,0,0,0,0,0,0,0
3644,0,330621,1,30,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3645,0,330621,0,40,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3646,0,330824,0,35,128.84,8000,0,1,1,0,0,0,0,2,2,0,0,0,0
3647,0,330621,1,47,387.45,20000,300000,5,4,3,19,4,1,1,1,1,804,0,0
3648,0,330621,1,30,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
3649,0,330621,1,51,321.92,30000,0,10,7,5,151993,7,1,3,2,1,419,0,0
3650,0,330621,1,30,69.5,20000,0,16,6,0,0,0,0,1,1,0,0,0,0
3651,0,330621,1,32,754.39,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
3652,0,330323,0,41,0.1,3500,0,5,4,0,0,0,0,0,0,0,0,0,0
3653,0,330602,1,27,52.5,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
3654,0,330127,0,42,0,20000,0,7,4,2,308,2,1,0,0,0,0,0,0
3655,0,330621,0,44,0,10000,0,5,4,1,172,4,1,0,0,0,0,0,0
3656,0,330681,0,37,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3657,0,330602,1,23,48.84,8000,16248.78,6,5,0,0,0,0,1,1,0,0,0,0
3658,0,330602,1,42,914.86,20000,0,5,2,2,0,3,1,0,0,0,0,0,0
3659,0,330621,0,30,0,20000,0,5,4,2,1811,9,2,0,0,0,0,0,0
3660,0,340123,0,28,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3661,0,330621,1,31,1800.24,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
3662,0,330621,1,29,0.36,10000,0,2,2,1,0,6,3,0,0,0,0,0,0
3663,0,330621,1,52,28.76,50000,0,3,2,3,3022,2,1,0,0,2,29323,0,0
3664,0,330382,1,31,271.73,10000,572944.66,0,0,0,0,0,0,0,0,0,0,0,0
3665,0,340827,0,43,90781.27,15000,900000,3,3,0,0,0,0,2,1,0,0,0,0
3666,0,330621,1,51,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3667,0,372522,1,39,6.51,20000,179337.56,6,4,2,1525,2,1,3,3,1,2082,2,1
3668,0,330621,1,39,9577.81,50000,0,0,0,0,0,0,0,0,0,0,0,0,0
3669,0,330621,1,47,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3670,0,330621,1,27,59.29,30000,0,0,0,0,0,0,0,0,0,0,0,0,0
3671,0,330621,1,28,25016.65,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
3672,0,330621,0,32,917.51,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
3673,0,330621,1,32,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0
3674,0,330621,1,26,0,7000,0,3,2,2,47,3,2,0,0,0,0,0,0
3675,0,330621,1,29,0,10000,0,10,6,0,0,0,0,1,1,0,0,0,0
3676,0,330621,1,27,67878.43,10000,0,3,2,0,0,0,0,0,0,0,0,0,0
3677,0,330621,1,40,8015.96,5000,0,4,2,0,0,0,0,5,1,1,1147,11,1
3678,0,412725,1,29,350.07,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3679,0,330621,1,26,0,8000,0,2,1,0,0,0,0,0,0,0,0,0,0
3680,0,330621,1,29,26.32,10000,0,1,1,0,0,0,0,0,0,0,0,0,0
3681,0,330624,0,32,46.33,20000,775000,5,4,2,653,10,1,3,2,0,0,0,0
3682,0,330681,1,32,20.1,24000,0,2,1,0,0,0,0,1,1,0,0,0,0
3683,1,330621,1,32,28.52,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3684,0,330621,1,32,197.66,10000,239999.88,3,2,0,0,0,0,1,1,0,0,0,0
3685,0,330682,1,23,0.52,3000,0,5,3,0,0,0,0,5,5,0,0,0,0
3686,0,330182,1,40,67.46,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3687,0,330621,1,39,0.8,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3688,0,330621,0,27,0,10000,0,2,2,0,0,0,0,0,0,0,0,0,0
3689,0,330621,1,28,2956.22,8000,0,6,4,2,0,2,1,1,1,1,1417,2,1
3690,0,330621,0,27,21820.19,10000,0,4,4,0,0,0,0,0,0,0,0,0,0
